# stage1_psx_texture_key_map_v1
# merged selected TSV files; newer file wins on duplicate source_key64
# source_key64	rel_path	source_w	source_h	score
03D501A9017C01D0	6e57fd59_5bce181a_76_34_0.png	76	34	0.198177
03D501A9017C01D2	98a7a81e_5bce181a_76_34_0.png	76	34	0.000000
03E401CD013001F6	c6bf40d7_5bce181a_16_16_0.png	16	16	0.000000
03E401DD013001F9	381496dc_5bce181a_16_16_0.png	16	16	0.000000
03E801CD013001F7	8c419568_5bce181a_16_16_0.png	16	16	0.000000
03E801DD013001FC	0e6c0d48_5bce181a_16_16_0.png	16	16	0.000000
03F401CD013001F6	ab9ca7bd_5bce181a_16_16_0.png	16	16	0.000000
03F401DD013001F9	f3228331_5bce181a_16_16_0.png	16	16	0.000000
03F801CD013001F7	c6bf40d7_5bce181a_16_16_0.png	16	16	0.000000
03F801DD013001FC	958a9e68_1db252fc_16_16_0.png	16	16	0.000000
03F901AD013001E2	7c1ae56a_5bce181a_16_16_0.png	16	16	0.000000
03FA0181012C01EE	8a13a0f6_e4717f4b_12_12_0.png	12	12	0.000000
03FA0181012C01EF	061bf1cf_5bce181a_12_12_0.png	12	12	0.000000
03FC01CD013001F8	8c419568_5bce181a_16_16_0.png	16	16	0.000000
03FC01DD013001FD	0e6c0d48_5bce181a_16_16_0.png	16	16	0.000000
03FD0181012801E8	57a40980_3c01a3ba_8_8_0.png	8	8	0.000000
03FD0181012801E9	ddaf3463_5bce181a_8_8_0.png	8	8	0.000000
1C595520434998B9	8c419568_5bce181a_16_16_0.png	16	16	0.000000
1E60DF2F4611CFDE	32e2c7ad_0c6cbfcb_100_61_0.png	100	61	0.084311
1ED0C8B6D5D1F7BF	9ab3bd81_689b6bf7_76_5_0.png	76	5	0.043020
21826D892767EAD8	68bc5540_f70f2cb7_128_128_0.png	128	128	0.000000
26D3BF8A82C6B613	06096c7a_99ff79c3_40_19_0.png	40	19	0.000000
2F4361858B800D39	8c419568_5bce181a_16_16_0.png	16	16	0.000000
2FD22341096533A9	0e6c0d48_5bce181a_16_16_0.png	16	16	0.000000
39EDFB20BE8E7F7E	68bc5540_f70f2cb7_128_128_0.png	128	128	0.000000
48372B539420D08E	f5da8782_f70f2cb7_127_127_0.png	127	127	0.000000
4A913C539620CC18	36899483_f70f2cb7_128_128_0.png	128	128	0.000000
56410F9DE19081E9	0e6c0d48_5bce181a_16_16_0.png	16	16	0.000000
569BF63FD56B98A1	57a40980_3c01a3ba_8_8_0.png	8	8	0.000000
5869D0D55DF15309	c6bf40d7_5bce181a_16_16_0.png	16	16	0.000000
5A19B0489E3AEDF9	8c419568_5bce181a_16_16_0.png	16	16	0.000000
5D5ACE764D082E0E	b7532840_f5be00aa_39_39_0.png	39	39	0.035456
5D5EEEEE069EBAFF	23e1d321_5e6c8752_128_156_0.png	128	156	0.000000
628760053FFDAF1D	8acd6b79_3a4736b6_172_84_0.png	172	84	0.048171
632630F7B04764FD	0b878749_fbbced0d_79_199_0.png	79	199	0.000000
638678D02A1998AC	c5c9f122_a314ba32_84_42_0.png	84	42	0.036682
6E5093E0327C4587	0b878749_fbbced0d_79_199_0.png	79	199	0.000000
75D5FF93A35C66B9	23e1d321_5e6c8752_128_156_0.png	128	156	0.000000
851DE28B6A38F459	ab9ca7bd_5bce181a_16_16_0.png	16	16	0.000000
85ACA446E81E1AC9	f3228331_5bce181a_16_16_0.png	16	16	0.000000
896E5FCA1B8CC39D	8a13a0f6_e4717f4b_12_12_0.png	12	12	0.000000
8A52B45DD8AB57E1	ddaf3463_5bce181a_8_8_0.png	8	8	0.000000
8D5CFA6240F8831D	b577a082_f70f2cb7_127_155_0.png	127	155	0.000000
8D6DE92D7A276200	c57c8591_5bce181a_84_34_0.png	84	34	0.159418
8DBEE5DFA2D9F87E	0340b979_f70f2cb7_128_128_0.png	128	128	0.000000
91C38A8759F6CE9D	9ab3bd81_689b6bf7_76_5_0.png	76	5	0.043020
A077A86779464C60	b7532840_f5be00aa_39_39_0.png	39	39	0.035456
A35DB8BF14C1CBE0	2a953e15_99ff79c3_40_19_0.png	40	19	0.000000
A5C68707DDAAC42F	b577a082_f70f2cb7_127_155_0.png	127	155	0.000000
A5E39208E99C01C0	efa0254f_df3b94d7_39_39_0.png	39	39	0.033306
A6EB2F55EA461BE0	d474c6e2_5bce181a_208_36_0.png	208	36	0.105702
B0B29F6DDAF821BE	36899483_f70f2cb7_128_128_0.png	128	128	0.000000
B27D2E948A45A4DD	061bf1cf_5bce181a_12_12_0.png	12	12	0.000000
B3B70A6DDD893634	f5da8782_f70f2cb7_127_127_0.png	127	127	0.000000
B660CA102552683C	84d4ee15_2b314431_43_42_0.png	43	42	0.019231
C14009A2863266C5	7c1ae56a_5bce181a_16_16_0.png	16	16	0.000000
C37A5CD80987C31C	98a7a81e_5bce181a_76_34_0.png	76	34	0.000000
C466F21B993B9F9C	6e57fd59_5bce181a_76_34_0.png	76	34	0.198177
C52323C35B653659	381496dc_5bce181a_16_16_0.png	16	16	0.000000
C66F97EA27493C2E	efa0254f_df3b94d7_39_39_0.png	39	39	0.033306
C7BD564A79A59644	c8804f64_99ff79c3_40_19_0.png	40	19	0.000000
C9A8933E23B830E2	2a953e15_99ff79c3_40_19_0.png	40	19	0.000000
CDB182CA431C71D8	0340b979_f70f2cb7_128_128_0.png	128	128	0.000000
CF37172F4C40CC3E	84d4ee15_2b314431_43_42_0.png	43	42	0.019231
D0F4A9F4ACC9F980	59bc4cb5_5bce181a_84_34_0.png	84	34	0.000000
D8862D1A371EFDF1	06096c7a_99ff79c3_40_19_0.png	40	19	0.000000
DA9D82087B391C49	c6bf40d7_5bce181a_16_16_0.png	16	16	0.000000
DEB54DBE58CF96A9	0e6c0d48_5bce181a_16_16_0.png	16	16	0.000000
E39D3B074B7B2974	38b7b452_872ee166_96_134_0.png	96	134	0.048542
EB92102033908499	958a9e68_1db252fc_16_16_0.png	16	16	0.000000
F24ADA042E0888D7	ccf7fcb2_99ff79c3_40_19_0.png	40	19	0.000000
F9AF0C39BDEC3A9E	32e2c7ad_4f98344f_100_61_0.png	100	61	0.084329
FF546E0808586D2E	c8804f64_99ff79c3_40_19_0.png	40	19	0.000000
# ref_map lines are manual notes only; runtime ignores them
# ref_map	source_id	rel_path	source_w	source_h
# ref_map	tim_0054	57a40980_3c01a3ba_8_8_0.png	8	8
# ref_map	tim_0081	0b878749_fbbced0d_79_199_0.png	80	200
# ref_map	tim_0083	0340b979_f70f2cb7_128_128_0.png	128	128
# ref_map	tim_0084	36899483_f70f2cb7_128_128_0.png	128	128
# ref_map	tim_0085	68bc5540_f70f2cb7_128_128_0.png	128	128
# ref_map	tim_0086	23e1d321_5e6c8752_128_156_0.png	128	156
# ref_map	tim_0088	36878fe7_8a39da54_119_89_0.png	120	90
# ref_map	tim_0089	9e695b86_8a39da54_119_89_0.png	120	90
# ref_map	tim_0110	61922389_04ff9389_192_185_0.png	192	185
# ref_map	tim_0111	13de3f01_04ff9389_191_182_0.png	192	185
# ref_map	tim_0114	6a1c6679_d8017648_171_74_0.png	172	75
# ref_map	tim_0159	d7710b6b_a3499115_255_41_0.png	256	42
